%time,Roll,Rollrange,Pitch,Pitchrange,Yaw,Yawrange,Airspeed,Airspeedrange,VelocityX,VelocityXrange,VelocityY,VelocityYrange,VelocityZ,VelocityZrange,Anomaly
1531946414616439628,43.40819931,from - 50 to 47.3,3.408344269,from -19.3 to 22.93,-88.57471466,from -177.3 to 179.2,18.24806595,from 12.48 to 24.29,1.29353404,from -17.05 to 19.73,-17.17473602,from -18.26 to 21.4,-0.445388436,from -8.6 to 5.3,0
1531946414683084465,43.40819931,from - 50 to 47.3,3.408344269,from -19.3 to 22.93,-88.57471466,from -177.3 to 179.2,18.24806595,from 12.48 to 24.29,1.419564605,from -17.05 to 19.73,-17.12061501,from -18.26 to 21.4,-0.428334653,from -8.6 to 5.3,0
1531946414702725656,43.40819931,from - 50 to 47.3,3.408344269,from -19.3 to 22.93,-88.57471466,from -177.3 to 179.2,18.14540863,from 12.48 to 24.29,1.912415624,from -17.05 to 19.73,-16.91000938,from -18.26 to 21.4,-0.333699882,from -8.6 to 5.3,0
1531946414779549051,43.40819931,from - 50 to 47.3,3.408344269,from -19.3 to 22.93,-88.57471466,from -177.3 to 179.2,17.98715591,from 12.48 to 24.29,2.149055958,from -17.05 to 19.73,-16.80393982,from -18.26 to 21.4,-0.268751323,from -8.6 to 5.3,0
1531946414796637159,40.89239502,from - 50 to 47.3,1.154791236,from -19.3 to 22.93,-79.61325073,from -177.3 to 179.2,17.98715591,from 12.48 to 24.29,2.384188414,from -17.05 to 19.73,-16.69739532,from -18.26 to 21.4,-0.191634849,from -8.6 to 5.3,0
1531946414832278454,40.89239502,from - 50 to 47.3,1.154791236,from -19.3 to 22.93,-79.61325073,from -177.3 to 179.2,17.82185745,from 12.48 to 24.29,2.727427721,from -17.05 to 19.73,-16.52431679,from -18.26 to 21.4,-0.082664132,from -8.6 to 5.3,0
1531946414922404225,40.89239502,from - 50 to 47.3,1.154791236,from -19.3 to 22.93,-79.61325073,from -177.3 to 179.2,17.82185745,from 12.48 to 24.29,3.083650589,from -17.05 to 19.73,-16.35063362,from -18.26 to 21.4,0.003994877,from -8.6 to 5.3,0
1531946414966751571,40.89239502,from - 50 to 47.3,1.154791236,from -19.3 to 22.93,-79.61325073,from -177.3 to 179.2,17.71739006,from 12.48 to 24.29,3.327701092,from -17.05 to 19.73,-16.23498726,from -18.26 to 21.4,0.054352816,from -8.6 to 5.3,0
1531946415009227212,40.89239502,from - 50 to 47.3,1.154791236,from -19.3 to 22.93,-79.61325073,from -177.3 to 179.2,17.71739006,from 12.48 to 24.29,3.707983494,from -17.05 to 19.73,-16.0519352,from -18.26 to 21.4,0.122784168,from -8.6 to 5.3,0
1531946415090864988,40.89239502,from - 50 to 47.3,1.154791236,from -19.3 to 22.93,-79.61325073,from -177.3 to 179.2,17.70894241,from 12.48 to 24.29,3.97236681,from -17.05 to 19.73,-15.9188261,from -18.26 to 21.4,0.166140229,from -8.6 to 5.3,0
1531946415123839993,40.89239502,from - 50 to 47.3,1.154791236,from -19.3 to 22.93,-79.61325073,from -177.3 to 179.2,17.70894241,from 12.48 to 24.29,4.368949413,from -17.05 to 19.73,-15.71414375,from -18.26 to 21.4,0.233084381,from -8.6 to 5.3,0
1531946415151228509,42.39384079,from - 50 to 47.3,-2.203671932,from -19.3 to 22.93,-69.1727066,from -177.3 to 179.2,17.70894241,from 12.48 to 24.29,4.497321129,from -17.05 to 19.73,-15.64653778,from -18.26 to 21.4,0.262611806,from -8.6 to 5.3,0
1531946415190440298,42.39384079,from - 50 to 47.3,-2.203671932,from -19.3 to 22.93,-69.1727066,from -177.3 to 179.2,17.64614105,from 12.48 to 24.29,4.877561092,from -17.05 to 19.73,-15.4411974,from -18.26 to 21.4,0.359043002,from -8.6 to 5.3,0
1531946415249269907,42.39384079,from - 50 to 47.3,-2.203671932,from -19.3 to 22.93,-69.1727066,from -177.3 to 179.2,17.55978966,from 12.48 to 24.29,5.37838316,from -17.05 to 19.73,-15.14004326,from -18.26 to 21.4,0.48015669,from -8.6 to 5.3,0
1531946415330228992,42.39384079,from - 50 to 47.3,-2.203671932,from -19.3 to 22.93,-69.1727066,from -177.3 to 179.2,17.55978966,from 12.48 to 24.29,5.631336689,from -17.05 to 19.73,-14.98433876,from -18.26 to 21.4,0.543385923,from -8.6 to 5.3,0
1531946415377079318,42.39384079,from - 50 to 47.3,-2.203671932,from -19.3 to 22.93,-69.1727066,from -177.3 to 179.2,17.56195641,from 12.48 to 24.29,5.880803585,from -17.05 to 19.73,-14.82691097,from -18.26 to 21.4,0.602317214,from -8.6 to 5.3,0
1531946415416277661,42.39384079,from - 50 to 47.3,-2.203671932,from -19.3 to 22.93,-69.1727066,from -177.3 to 179.2,17.56195641,from 12.48 to 24.29,6.271058083,from -17.05 to 19.73,-14.57433987,from -18.26 to 21.4,0.684524119,from -8.6 to 5.3,0
1531946415443892779,42.39384079,from - 50 to 47.3,-2.203671932,from -19.3 to 22.93,-69.1727066,from -177.3 to 179.2,17.56195641,from 12.48 to 24.29,6.390800476,from -17.05 to 19.73,-14.49202442,from -18.26 to 21.4,0.705199182,from -8.6 to 5.3,0
1531946415515076154,42.39384079,from - 50 to 47.3,-2.203671932,from -19.3 to 22.93,-69.1727066,from -177.3 to 179.2,17.63170624,from 12.48 to 24.29,7.20520401,from -17.05 to 19.73,-13.92781067,from -18.26 to 21.4,0.788299739,from -8.6 to 5.3,0
1531946415621415570,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.63170624,from 12.48 to 24.29,7.469330311,from -17.05 to 19.73,-13.73533821,from -18.26 to 21.4,0.820950687,from -8.6 to 5.3,0
1531946415649629084,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.59388161,from 12.48 to 24.29,7.848831654,from -17.05 to 19.73,-13.43236542,from -18.26 to 21.4,0.882830083,from -8.6 to 5.3,0
1531946415715501716,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.59388161,from 12.48 to 24.29,8.363404274,from -17.05 to 19.73,-13.0128746,from -18.26 to 21.4,0.936210454,from -8.6 to 5.3,0
1531946415766161593,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.66839218,from 12.48 to 24.29,8.752837181,from -17.05 to 19.73,-12.6898241,from -18.26 to 21.4,0.964063942,from -8.6 to 5.3,0
1531946415811010264,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.66839218,from 12.48 to 24.29,8.883152962,from -17.05 to 19.73,-12.57345104,from -18.26 to 21.4,0.969188392,from -8.6 to 5.3,0
1531946415854414635,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.71089935,from 12.48 to 24.29,9.120520592,from -17.05 to 19.73,-12.35354614,from -18.26 to 21.4,0.994630396,from -8.6 to 5.3,0
1531946415879027689,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.71089935,from 12.48 to 24.29,9.352966309,from -17.05 to 19.73,-12.12741375,from -18.26 to 21.4,1.040697455,from -8.6 to 5.3,0
1531946415933942161,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.66546249,from 12.48 to 24.29,9.692501068,from -17.05 to 19.73,-11.79175949,from -18.26 to 21.4,1.093170881,from -8.6 to 5.3,0
1531946415956857449,43.57593918,from - 50 to 47.3,-2.775096178,from -19.3 to 22.93,-59.77410126,from -177.3 to 179.2,17.66546249,from 12.48 to 24.29,10.12524033,from -17.05 to 19.73,-11.33088398,from -18.26 to 21.4,1.158552408,from -8.6 to 5.3,0
1531946416014956088,44.5698204,from - 50 to 47.3,-2.208956003,from -19.3 to 22.93,-48.80282974,from -177.3 to 179.2,17.74298859,from 12.48 to 24.29,10.67435932,from -17.05 to 19.73,-10.71687031,from -18.26 to 21.4,1.191082358,from -8.6 to 5.3,0
1531946416104597149,44.5698204,from - 50 to 47.3,-2.208956003,from -19.3 to 22.93,-48.80282974,from -177.3 to 179.2,17.79333115,from 12.48 to 24.29,10.98911285,from -17.05 to 19.73,-10.35173607,from -18.26 to 21.4,1.182431936,from -8.6 to 5.3,0
1531946416213815242,44.5698204,from - 50 to 47.3,-2.208956003,from -19.3 to 22.93,-48.80282974,from -177.3 to 179.2,17.79333115,from 12.48 to 24.29,11.1968565,from -17.05 to 19.73,-10.09203243,from -18.26 to 21.4,1.154316187,from -8.6 to 5.3,0
1531946416259633270,44.5698204,from - 50 to 47.3,-2.208956003,from -19.3 to 22.93,-48.80282974,from -177.3 to 179.2,17.94711494,from 12.48 to 24.29,11.48571682,from -17.05 to 19.73,-9.715224266,from -18.26 to 21.4,1.121391296,from -8.6 to 5.3,0
1531946416295236947,44.5698204,from - 50 to 47.3,-2.208956003,from -19.3 to 22.93,-48.80282974,from -177.3 to 179.2,17.94711494,from 12.48 to 24.29,11.65067196,from -17.05 to 19.73,-9.475791931,from -18.26 to 21.4,1.122033238,from -8.6 to 5.3,0
1531946416348918706,44.5698204,from - 50 to 47.3,-2.208956003,from -19.3 to 22.93,-48.80282974,from -177.3 to 179.2,17.99243164,from 12.48 to 24.29,11.88959885,from -17.05 to 19.73,-9.112697601,from -18.26 to 21.4,1.129124403,from -8.6 to 5.3,0
1531946416399922618,44.5698204,from - 50 to 47.3,-2.208956003,from -19.3 to 22.93,-48.80282974,from -177.3 to 179.2,17.99243164,from 12.48 to 24.29,12.03691387,from -17.05 to 19.73,-8.86020565,from -18.26 to 21.4,1.144304633,from -8.6 to 5.3,0
1531946416454019774,38.10742569,from - 50 to 47.3,-3.129409552,from -19.3 to 22.93,-36.21803284,from -177.3 to 179.2,17.94449043,from 12.48 to 24.29,12.26090431,from -17.05 to 19.73,-8.472352028,from -18.26 to 21.4,1.152163148,from -8.6 to 5.3,0
1531946416501359099,38.10742569,from - 50 to 47.3,-3.129409552,from -19.3 to 22.93,-36.21803284,from -177.3 to 179.2,17.96826172,from 12.48 to 24.29,12.41252136,from -17.05 to 19.73,-8.207619667,from -18.26 to 21.4,1.143067479,from -8.6 to 5.3,0
1531946416538528799,38.10742569,from - 50 to 47.3,-3.129409552,from -19.3 to 22.93,-36.21803284,from -177.3 to 179.2,17.96826172,from 12.48 to 24.29,12.55808258,from -17.05 to 19.73,-7.950481415,from -18.26 to 21.4,1.136982679,from -8.6 to 5.3,0
1531946416598206907,38.10742569,from - 50 to 47.3,-3.129409552,from -19.3 to 22.93,-36.21803284,from -177.3 to 179.2,18.05934525,from 12.48 to 24.29,12.81058884,from -17.05 to 19.73,-7.434777737,from -18.26 to 21.4,1.126072526,from -8.6 to 5.3,0
1531946416630574873,38.10742569,from - 50 to 47.3,-3.129409552,from -19.3 to 22.93,-36.21803284,from -177.3 to 179.2,18.05934525,from 12.48 to 24.29,12.93199539,from -17.05 to 19.73,-7.166807652,from -18.26 to 21.4,1.120412111,from -8.6 to 5.3,0
1531946416725582928,38.10742569,from - 50 to 47.3,-3.129409552,from -19.3 to 22.93,-36.21803284,from -177.3 to 179.2,18.10794258,from 12.48 to 24.29,13.11769581,from -17.05 to 19.73,-6.742274761,from -18.26 to 21.4,1.096117616,from -8.6 to 5.3,0
1531946416739463050,38.10742569,from - 50 to 47.3,-3.129409552,from -19.3 to 22.93,-36.21803284,from -177.3 to 179.2,18.10794258,from 12.48 to 24.29,13.25222301,from -17.05 to 19.73,-6.434464455,from -18.26 to 21.4,1.087281585,from -8.6 to 5.3,0
1531946416760616543,37.88497543,from - 50 to 47.3,-3.192230225,from -19.3 to 22.93,-27.33269882,from -177.3 to 179.2,18.10794258,from 12.48 to 24.29,13.31628609,from -17.05 to 19.73,-6.259027958,from -18.26 to 21.4,1.071504712,from -8.6 to 5.3,0
1531946416824792337,37.88497543,from - 50 to 47.3,-3.192230225,from -19.3 to 22.93,-27.33269882,from -177.3 to 179.2,18.30330467,from 12.48 to 24.29,13.44631958,from -17.05 to 19.73,-5.914080143,from -18.26 to 21.4,1.06192112,from -8.6 to 5.3,0
1531946416854210903,37.88497543,from - 50 to 47.3,-3.192230225,from -19.3 to 22.93,-27.33269882,from -177.3 to 179.2,18.30330467,from 12.48 to 24.29,13.62442684,from -17.05 to 19.73,-5.411694527,from -18.26 to 21.4,1.071624875,from -8.6 to 5.3,0
1531946416883241798,37.88497543,from - 50 to 47.3,-3.192230225,from -19.3 to 22.93,-27.33269882,from -177.3 to 179.2,18.14242554,from 12.48 to 24.29,13.73286724,from -17.05 to 19.73,-5.085648537,from -18.26 to 21.4,1.093004823,from -8.6 to 5.3,0
1531946416924033504,37.88497543,from - 50 to 47.3,-3.192230225,from -19.3 to 22.93,-27.33269882,from -177.3 to 179.2,18.00004005,from 12.48 to 24.29,13.9876194,from -17.05 to 19.73,-4.222118378,from -18.26 to 21.4,1.139069915,from -8.6 to 5.3,0
1531946416973761323,37.88497543,from - 50 to 47.3,-3.192230225,from -19.3 to 22.93,-27.33269882,from -177.3 to 179.2,18.00004005,from 12.48 to 24.29,14.12958527,from -17.05 to 19.73,-3.668996334,from -18.26 to 21.4,1.187512875,from -8.6 to 5.3,0
1531946417028313447,37.88497543,from - 50 to 47.3,-3.192230225,from -19.3 to 22.93,-27.33269882,from -177.3 to 179.2,17.89466095,from 12.48 to 24.29,14.21016979,from -17.05 to 19.73,-3.323438644,from -18.26 to 21.4,1.229828596,from -8.6 to 5.3,0
1531946417120727631,37.88497543,from - 50 to 47.3,-3.192230225,from -19.3 to 22.93,-27.33269882,from -177.3 to 179.2,17.89466095,from 12.48 to 24.29,14.28128147,from -17.05 to 19.73,-2.988271475,from -18.26 to 21.4,1.277915478,from -8.6 to 5.3,0
1531946417172673430,45.81355286,from - 50 to 47.3,-2.132096529,from -19.3 to 22.93,-16.47406387,from -177.3 to 179.2,17.5975399,from 12.48 to 24.29,14.36485004,from -17.05 to 19.73,-2.460510731,from -18.26 to 21.4,1.36531651,from -8.6 to 5.3,0
1531946417207778663,45.81355286,from - 50 to 47.3,-2.132096529,from -19.3 to 22.93,-16.47406387,from -177.3 to 179.2,17.5975399,from 12.48 to 24.29,14.41368198,from -17.05 to 19.73,-2.11285162,from -18.26 to 21.4,1.424087644,from -8.6 to 5.3,0
1531946417259100902,45.81355286,from - 50 to 47.3,-2.132096529,from -19.3 to 22.93,-16.47406387,from -177.3 to 179.2,17.44408035,from 12.48 to 24.29,14.51788521,from -17.05 to 19.73,-1.392573118,from -18.26 to 21.4,1.477301002,from -8.6 to 5.3,0
1531946417321702990,45.81355286,from - 50 to 47.3,-2.132096529,from -19.3 to 22.93,-16.47406387,from -177.3 to 179.2,17.44408035,from 12.48 to 24.29,14.56622887,from -17.05 to 19.73,-0.880020082,from -18.26 to 21.4,1.51399982,from -8.6 to 5.3,0
1531946417348419410,45.81355286,from - 50 to 47.3,-2.132096529,from -19.3 to 22.93,-16.47406387,from -177.3 to 179.2,17.25928688,from 12.48 to 24.29,14.61919785,from -17.05 to 19.73,-0.205756903,from -18.26 to 21.4,1.533778548,from -8.6 to 5.3,0
1531946417406730629,45.81355286,from - 50 to 47.3,-2.132096529,from -19.3 to 22.93,-16.47406387,from -177.3 to 179.2,17.21138763,from 12.48 to 24.29,14.63869572,from -17.05 to 19.73,0.115534291,from -18.26 to 21.4,1.53241837,from -8.6 to 5.3,0
1531946417509843458,45.71221161,from - 50 to 47.3,-0.616090357,from -19.3 to 22.93,-9.002571106,from -177.3 to 179.2,17.21138763,from 12.48 to 24.29,14.65925598,from -17.05 to 19.73,0.618740857,from -18.26 to 21.4,1.527395129,from -8.6 to 5.3,0
1531946417576519030,45.71221161,from - 50 to 47.3,-0.616090357,from -19.3 to 22.93,-9.002571106,from -177.3 to 179.2,17.21138763,from 12.48 to 24.29,14.65846157,from -17.05 to 19.73,0.786947906,from -18.26 to 21.4,1.52728653,from -8.6 to 5.3,0
1531946417610507093,45.71221161,from - 50 to 47.3,-0.616090357,from -19.3 to 22.93,-9.002571106,from -177.3 to 179.2,17.21990967,from 12.48 to 24.29,14.65869808,from -17.05 to 19.73,1.111984015,from -18.26 to 21.4,1.542085409,from -8.6 to 5.3,0
1531946417692011172,45.71221161,from - 50 to 47.3,-0.616090357,from -19.3 to 22.93,-9.002571106,from -177.3 to 179.2,17.21990967,from 12.48 to 24.29,14.64630795,from -17.05 to 19.73,1.614853144,from -18.26 to 21.4,1.561172724,from -8.6 to 5.3,0
1531946417713657763,45.71221161,from - 50 to 47.3,-0.616090357,from -19.3 to 22.93,-9.002571106,from -177.3 to 179.2,17.20680618,from 12.48 to 24.29,14.64318085,from -17.05 to 19.73,1.773058295,from -18.26 to 21.4,1.554270864,from -8.6 to 5.3,0
